Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Mass Error PPM,Protein
Internal Stds_neg,180821_Smp_MS6C3DCM_C,"L-Cysteic Acid, D3",13.09,4552130,0,602150,-4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C115m_A,"L-Cysteic Acid, D3",13.29,2864670,0,420248,-3.7,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C115m_B,"L-Cysteic Acid, D3",13.5,3380093,0,453314,-3.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C115m_C,"L-Cysteic Acid, D3",13.28,2577924,0,374094,-3.7,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C1175m_A,"L-Cysteic Acid, D3",13.27,2835465,0,477512,-3.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C1175m_B,"L-Cysteic Acid, D3",13.4,2486782,0,386600,-3.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C1175m_C,"L-Cysteic Acid, D3",13.31,2375365,0,356547,-2.9,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C1DCM_A,"L-Cysteic Acid, D3",13.29,2952764,0,401656,-3.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C1DCM_B,"L-Cysteic Acid, D3",13.23,3011469,0,417737,-3.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C1DCM_C,"L-Cysteic Acid, D3",13.11,3488325,0,426301,-4.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C115m_A,"L-Cysteic Acid, D3",13.28,2859734,0,472559,-3.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C115m_B,"L-Cysteic Acid, D3",13.43,2276268,0,296288,-3.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C115m_C,"L-Cysteic Acid, D3",12.92,5019075,0,653442,-3.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C1175m_A,"L-Cysteic Acid, D3",12.93,4514744,0,591555,-3.9,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C1175m_B,"L-Cysteic Acid, D3",13.02,4439891,0,614204,-3.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C1175m_C,"L-Cysteic Acid, D3",12.9,5320606,0,679921,-4.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C1DCM_A,"L-Cysteic Acid, D3",12.79,5004228,0,631023,-4.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C1DCM_B,"L-Cysteic Acid, D3",12.88,4440283,0,622529,-3.7,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C1DCM_C,"L-Cysteic Acid, D3",13.48,2548045,0,346873,-3.4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C215m_A,"L-Cysteic Acid, D3",13.3,2547031,0,331988,-3.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C215m_B,"L-Cysteic Acid, D3",12.75,5491514,0,619804,-4.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C215m_C,"L-Cysteic Acid, D3",13.37,2351501,0,317529,-3.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C2175m_A,"L-Cysteic Acid, D3",12.95,5331612,0,740107,-3.9,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C2175m_B,"L-Cysteic Acid, D3",13.31,2592827,0,366724,-3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C2175m_C,"L-Cysteic Acid, D3",13.45,1997340,0,322757,-3.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C2DCM_A,"L-Cysteic Acid, D3",12.96,5056314,0,767989,-4.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C2DCM_B,"L-Cysteic Acid, D3",13.41,2388506,0,323234,-2.9,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C2DCM_C,"L-Cysteic Acid, D3",12.88,4448046,0,640466,-4.1,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix1InH2O_1,"Sucrose, 13C",11.57,0,0,0,#N/A,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix1InH2O_2,"Sucrose, 13C",11.6,0,0,0,#N/A,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix1InH2O_3,"Sucrose, 13C",11.52,0,0,0,#N/A,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix1InMatrix_1,"Sucrose, 13C",11.71,24322358,0,2298925,0.1,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix1InMatrix_2,"Sucrose, 13C",11.66,26311644,0,2863986,-0.5,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix1InMatrix_3,"Sucrose, 13C",11.63,36754660,0,3938936,-0.3,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix2InH2O_1,"Sucrose, 13C",11.69,0,0,0,#N/A,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix2InH2O_2,"Sucrose, 13C",11.6,0,0,0,#N/A,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix2InH2O_3,"Sucrose, 13C",11.44,0,0,0,#N/A,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix2InMatrix_1,"Sucrose, 13C",11.69,26628956,0,2697633,0.7,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix2InMatrix_2,"Sucrose, 13C",11.66,29984262,0,2957625,-0.7,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix2InMatrix_3,"Sucrose, 13C",11.6,35493404,0,3778509,-0.4,Internal Stds_neg
Internal Stds_neg,180821_Std_H2OInMatrix_1,"Sucrose, 13C",11.69,27564508,0,2842679,1.1,Internal Stds_neg
Internal Stds_neg,180821_Std_H2OInMatrix_2,"Sucrose, 13C",11.65,26314498,0,2738348,-0.7,Internal Stds_neg
Internal Stds_neg,180821_Std_H2OInMatrix_3,"Sucrose, 13C",11.62,36397376,0,3748951,-0.3,Internal Stds_neg
Internal Stds_neg,180821_Blk_FilterBlank_1,"Sucrose, 13C",11.57,56554756,0,5274278,0,Internal Stds_neg
Internal Stds_neg,180821_Blk_MQBlk_1,"Sucrose, 13C",11.66,21081856,0,2021979,1.3,Internal Stds_neg
Internal Stds_neg,180821_Blk_MQBlk_2,"Sucrose, 13C",11.63,23884018,0,2176576,0,Internal Stds_neg
Internal Stds_neg,180821_Blk_MQBlk_3,"Sucrose, 13C",11.6,47303668,0,4387740,-0.2,Internal Stds_neg
Internal Stds_neg,180821_Blk_SWBlk_1,"Sucrose, 13C",11.69,13454056,0,1388246,0.9,Internal Stds_neg
Internal Stds_neg,180821_Blk_SWBlk_2,"Sucrose, 13C",11.65,18077894,0,1840216,0.4,Internal Stds_neg
Internal Stds_neg,180821_Blk_SWBlk_3,"Sucrose, 13C",11.61,26320662,0,2647202,0,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Full1,"Sucrose, 13C",11.7,24336040,0,2430395,1.1,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Full2,"Sucrose, 13C",11.67,11294906,0,1286167,0.9,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Full3,"Sucrose, 13C",11.67,17432188,0,1848098,1.1,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Full4,"Sucrose, 13C",11.64,17167644,0,2026081,0.4,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Full5,"Sucrose, 13C",11.63,24805964,0,2286113,0.4,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Full6,"Sucrose, 13C",11.61,30361700,0,3366258,0,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Half1,"Sucrose, 13C",11.68,15530303,0,1591094,1.1,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Half2,"Sucrose, 13C",11.66,6767042,0,668527,0.4,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Half3,"Sucrose, 13C",11.64,9658646,0,1030299,1,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Half4,"Sucrose, 13C",11.61,9870131,0,987610,0.4,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Half5,"Sucrose, 13C",11.63,19246662,0,2064209,0.3,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Half6,"Sucrose, 13C",11.6,24375838,0,2632041,0,Internal Stds_neg
Internal Stds_neg,180821_Poo_MesoScopeQC_1,"Sucrose, 13C",11.72,9546469,0,974187,0.7,Internal Stds_neg
Internal Stds_neg,180821_Poo_MesoScopeQC_2,"Sucrose, 13C",11.7,11678401,0,1146160,0.8,Internal Stds_neg
Internal Stds_neg,180821_Poo_MesoScopeQC_3,"Sucrose, 13C",11.67,16537461,0,1747489,1,Internal Stds_neg
Internal Stds_neg,180821_Poo_MesoScopeQC_4,"Sucrose, 13C",11.66,15976689,0,1695043,0.3,Internal Stds_neg
Internal Stds_neg,180821_Poo_MesoScopeQC_5,"Sucrose, 13C",11.63,23707264,0,2621834,0.4,Internal Stds_neg
Internal Stds_neg,180821_Poo_MesoScopeQC_6,"Sucrose, 13C",11.64,26134774,0,2818534,0.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS10C215m_A,"Sucrose, 13C",11.72,11392467,0,1219599,0.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS10C215m_B,"Sucrose, 13C",11.63,44250736,0,4430491,-0.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS10C215m_C,"Sucrose, 13C",11.64,17294442,0,1664585,0.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS10C2175m_A,"Sucrose, 13C",11.6,38688436,0,3950008,-0.4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS10C2175m_B,"Sucrose, 13C",11.63,30505666,0,3179305,0.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS10C2175m_C,"Sucrose, 13C",11.7,15898016,0,1524450,0.9,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS10C2DCM_A,"Sucrose, 13C",11.64,30355666,0,3028995,0.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS10C2DCM_B,"Sucrose, 13C",11.6,45813976,0,4218818,-0.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS10C2DCM_C,"Sucrose, 13C",11.61,32232154,80737,3445032,0.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS11C215m_A,"Sucrose, 13C",11.64,17580406,0,1728042,0.7,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS11C215m_B,"Sucrose, 13C",11.72,12190460,0,1215989,1.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS11C215m_C,"Sucrose, 13C",11.69,19595452,0,2009668,1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS11C2175m_A,"Sucrose, 13C",11.63,29082802,0,2828667,-0.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS11C2175m_B,"Sucrose, 13C",11.69,18201100,0,1870834,0.9,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS11C2175m_C,"Sucrose, 13C",11.65,19812618,0,2142913,0.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS11C2DCM_A,"Sucrose, 13C",11.65,25397000,0,2641348,-0.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS11C2DCM_B,"Sucrose, 13C",11.7,12803967,0,1366981,0.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS11C2DCM_C,"Sucrose, 13C",11.64,28215976,0,2917828,0,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C115m_A,"Sucrose, 13C",11.61,22668814,147367,2443098,0.4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C115m_B,"Sucrose, 13C",11.61,41104400,0,4116298,0.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C115m_C,"Sucrose, 13C",11.64,22212954,0,2344964,-0.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C1175m_A,"Sucrose, 13C",11.7,12554739,0,1308404,0.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C1175m_B,"Sucrose, 13C",11.62,36417532,0,3799624,0.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C1175m_C,"Sucrose, 13C",11.64,19633686,11067,2125644,0.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C1DCM_A,"Sucrose, 13C",11.69,13041561,0,1368855,1.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C1DCM_B,"Sucrose, 13C",11.61,26240222,0,2580741,-0.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS12C1DCM_C,"Sucrose, 13C",11.64,25856420,0,2705942,-0.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C2175m_A,"Sucrose, 13C",11.67,13744918,0,1496369,1.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C2175m_B,"Sucrose, 13C",11.66,18839376,0,1857088,1.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C2175m_C,"Sucrose, 13C",11.64,18071076,0,1689785,0.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C2DCM_A,"Sucrose, 13C",11.64,17532032,0,1812485,0.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C2DCM_B,"Sucrose, 13C",11.66,17737086,0,1966553,0.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C2DCM_C,"Sucrose, 13C",11.66,18230540,0,1787574,0.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C315m_A,"Sucrose, 13C",11.64,20972568,0,2158179,-0.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C315m_B,"Sucrose, 13C",11.69,12667109,0,1324358,0.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS13C315m_C,"Sucrose, 13C",11.63,23204168,0,2574717,-0.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C215m_A,"Sucrose, 13C",11.63,45552888,0,4473429,-0.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C215m_B,"Sucrose, 13C",11.69,18154706,0,1758822,0.4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C215m_C,"Sucrose, 13C",11.64,18770112,0,1966912,0.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C2175m_A,"Sucrose, 13C",11.64,18870030,0,1837897,0.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C2175m_B,"Sucrose, 13C",11.61,34239452,0,3760144,0.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C2175m_C,"Sucrose, 13C",11.67,11967784,0,1249030,1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C2DCM_A,"Sucrose, 13C",11.69,12935406,0,1397955,0.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C2DCM_B,"Sucrose, 13C",11.61,48952864,0,5111414,0.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS14C2DCM_C,"Sucrose, 13C",11.66,33027706,0,3450817,0.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C115m_A,"Sucrose, 13C",11.7,22790308,0,2692812,0.9,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C115m_B,"Sucrose, 13C",11.62,30072502,0,3178450,0.4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C115m_C,"Sucrose, 13C",11.63,39959808,102776,4274209,0,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C1175m_A,"Sucrose, 13C",11.69,11652013,0,1188675,1.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C1175m_B,"Sucrose, 13C",11.66,17990636,0,1796478,1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C1175m_C,"Sucrose, 13C",11.63,21297420,0,2306850,-0.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C1DCM_A,"Sucrose, 13C",11.69,17325526,0,1709279,0.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C1DCM_B,"Sucrose, 13C",11.69,12463671,0,1293885,0.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS4C1DCM_C,"Sucrose, 13C",11.69,17675856,0,1699043,0.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C115m_A,"Sucrose, 13C",11.62,24866484,0,2506689,-1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C115m_B,"Sucrose, 13C",11.66,17288240,0,1767058,0.9,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C115m_C,"Sucrose, 13C",11.66,17385930,0,1900891,0.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C1175m_A,"Sucrose, 13C",11.69,13073923,0,1556117,1.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C1175m_B,"Sucrose, 13C",11.64,19705130,0,1901961,0.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C1175m_C,"Sucrose, 13C",11.61,47567512,0,4686238,-0.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C1DCM_A,"Sucrose, 13C",11.61,30465796,0,3119493,-0.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C1DCM_B,"Sucrose, 13C",11.7,24064342,0,2419105,0.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS5C1DCM_C,"Sucrose, 13C",11.61,50819272,0,5296937,0.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C315m_A,"Sucrose, 13C",11.67,18815042,0,1837026,0.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C315m_B,"Sucrose, 13C",11.67,19151256,0,1930908,0.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C315m_C,"Sucrose, 13C",11.67,18755194,0,1831069,0.4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C3175m_A,"Sucrose, 13C",11.63,44058436,0,4274826,0,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C3175m_B,"Sucrose, 13C",11.61,30602616,0,3177696,0.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C3175m_C,"Sucrose, 13C",11.69,25099438,0,2425374,0.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C3DCM_A,"Sucrose, 13C",11.69,16797972,0,1866047,0.9,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C3DCM_B,"Sucrose, 13C",11.7,16808502,0,1751533,0.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS6C3DCM_C,"Sucrose, 13C",11.61,29520192,0,3106743,-0.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C115m_A,"Sucrose, 13C",11.66,16346497,0,1644290,0.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C115m_B,"Sucrose, 13C",11.7,25462626,0,2675665,0.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C115m_C,"Sucrose, 13C",11.66,15905408,0,1617050,0.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C1175m_A,"Sucrose, 13C",11.66,18530632,0,1840470,0.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C1175m_B,"Sucrose, 13C",11.7,15485434,0,1572854,0.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C1175m_C,"Sucrose, 13C",11.67,19337070,0,2025277,1.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C1DCM_A,"Sucrose, 13C",11.67,17670738,0,1789052,0,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C1DCM_B,"Sucrose, 13C",11.67,19163800,0,1928245,0.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS7C1DCM_C,"Sucrose, 13C",11.62,21247952,0,2082211,-0.4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C115m_A,"Sucrose, 13C",11.66,20041408,0,2131760,0.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C115m_B,"Sucrose, 13C",11.67,15750858,0,1634606,0.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C115m_C,"Sucrose, 13C",11.62,38712580,0,4061056,0,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C1175m_A,"Sucrose, 13C",11.63,33297734,0,3710773,0.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C1175m_B,"Sucrose, 13C",11.61,55927788,0,5904450,0,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C1175m_C,"Sucrose, 13C",11.64,42158892,0,4212794,0,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C1DCM_A,"Sucrose, 13C",11.62,42422172,0,4320548,-0.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C1DCM_B,"Sucrose, 13C",11.61,49977332,0,5281154,0,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS8C1DCM_C,"Sucrose, 13C",11.67,14163226,59847,1503064,0.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C215m_A,"Sucrose, 13C",11.69,16178116,0,1607749,0.4,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C215m_B,"Sucrose, 13C",11.61,46119524,0,4888472,-0.5,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C215m_C,"Sucrose, 13C",11.67,15903040,0,1461384,0.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C2175m_A,"Sucrose, 13C",11.6,37868860,0,3867172,-0.1,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C2175m_B,"Sucrose, 13C",11.67,18163154,0,1820925,0.6,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C2175m_C,"Sucrose, 13C",11.69,13337178,0,1414748,0.8,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C2DCM_A,"Sucrose, 13C",11.61,41727840,0,4369317,0,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C2DCM_B,"Sucrose, 13C",11.7,15309149,0,1618619,1.2,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS9C2DCM_C,"Sucrose, 13C",11.59,50130408,0,5027604,-0.1,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix1InH2O_1,"Taurine, D4",9.68,0,0,0,#N/A,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix1InH2O_2,"Taurine, D4",9.84,0,0,0,#N/A,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix1InH2O_3,"Taurine, D4",9.8,0,0,0,#N/A,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix1InMatrix_1,"Taurine, D4",11.66,3533015,0,302933,-7.7,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix1InMatrix_2,"Taurine, D4",11.12,3850994,0,668561,-8,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix1InMatrix_3,"Taurine, D4",11.05,2468840,0,783360,-8,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix2InH2O_1,"Taurine, D4",9.73,0,0,0,#N/A,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix2InH2O_2,"Taurine, D4",9.82,0,0,0,#N/A,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix2InH2O_3,"Taurine, D4",9.64,0,0,0,#N/A,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix2InMatrix_1,"Taurine, D4",11.69,4707300,0,326536,-7.1,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix2InMatrix_2,"Taurine, D4",11.12,3674628,0,570708,-8.3,Internal Stds_neg
Internal Stds_neg,180821_Std_4uMStdsMix2InMatrix_3,"Taurine, D4",11.07,2439948,0,752946,-7.9,Internal Stds_neg
Internal Stds_neg,180821_Std_H2OInMatrix_1,"Taurine, D4",11.63,5174824,0,406607,-6.7,Internal Stds_neg
Internal Stds_neg,180821_Std_H2OInMatrix_2,"Taurine, D4",11.09,4975185,0,706534,-8.4,Internal Stds_neg
Internal Stds_neg,180821_Std_H2OInMatrix_3,"Taurine, D4",11.04,2397256,0,537822,-7.8,Internal Stds_neg
Internal Stds_neg,180821_Blk_FilterBlank_1,"Taurine, D4",9.59,13869590,0,1154753,-7.7,Internal Stds_neg
Internal Stds_neg,180821_Blk_MQBlk_1,"Taurine, D4",11.07,9662166,0,916399,-6.6,Internal Stds_neg
Internal Stds_neg,180821_Blk_MQBlk_2,"Taurine, D4",10.84,7525092,0,854533,-7.7,Internal Stds_neg
Internal Stds_neg,180821_Blk_MQBlk_3,"Taurine, D4",10.1,27123942,0,2279593,-7.7,Internal Stds_neg
Internal Stds_neg,180821_Blk_SWBlk_1,"Taurine, D4",11.55,6133683,0,524018,-6.6,Internal Stds_neg
Internal Stds_neg,180821_Blk_SWBlk_2,"Taurine, D4",11.24,7505510,0,584731,-7.4,Internal Stds_neg
Internal Stds_neg,180821_Blk_SWBlk_3,"Taurine, D4",11.05,2392995,0,456018,-7.7,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Full1,"Taurine, D4",11.65,3744246,994332,333171,-6.6,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Full2,"Taurine, D4",11.55,5646305,0,376916,-7,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Full3,"Taurine, D4",11.37,7200526,0,436351,-6.9,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Full4,"Taurine, D4",11.18,4737930,0,418252,-7.3,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Full5,"Taurine, D4",11.08,2384703,0,455861,-7,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Full6,"Taurine, D4",11.04,1956450,0,431097,-7.6,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Half1,"Taurine, D4",11.26,5733176,0,365037,-6.5,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Half2,"Taurine, D4",11.25,3079942,0,252571,-7.4,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Half3,"Taurine, D4",11.15,3641790,0,415792,-6.7,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Half4,"Taurine, D4",11.08,3227279,0,466607,-7.1,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Half5,"Taurine, D4",10.88,3249920,0,530675,-7.4,Internal Stds_neg
Internal Stds_neg,180821_Poo_Day1and2Poo_Half6,"Taurine, D4",10.86,3169636,0,463449,-7.9,Internal Stds_neg
Internal Stds_neg,180821_Poo_MesoScopeQC_1,"Taurine, D4",11.75,5508581,0,447317,-7.1,Internal Stds_neg
Internal Stds_neg,180821_Poo_MesoScopeQC_2,"Taurine, D4",11.64,7163448,0,480240,-6.8,Internal Stds_neg
Internal Stds_neg,180821_Poo_MesoScopeQC_3,"Taurine, D4",11.46,7216588,0,454521,-6.6,Internal Stds_neg
Internal Stds_neg,180821_Poo_MesoScopeQC_4,"Taurine, D4",11.35,6695642,0,450389,-7.3,Internal Stds_neg
Internal Stds_neg,180821_Poo_MesoScopeQC_5,"Taurine, D4",11.09,2851397,0,507964,-7.3,Internal Stds_neg
Internal Stds_neg,180821_Poo_MesoScopeQC_6,"Taurine, D4",11.06,2311424,0,488638,-7.3,Internal Stds_neg
Internal Stds_neg,180821_Smp_MS10C215m_A,"Taurine, D4",11.78,4549215,0,378344,-6.9,Internal Stds_neg
